Image;Class;Mean;Variance;Standard Deviation;Entropy;Skewness;Kurtosis;Contrast;Energy;ASM;Homogeneity;Dissimilarity;Correlation;Coarseness
Image113;1;113.787.536.621.094;993.720.942.427.735;315.233.396.458.518;0.003586367846014;345.646.635.654.867;130.891.361.633.656;699.476.063.829.787;0.049951258638678;0.002495128239588;0.386329673651323;439.867.021.276.596;0.966680564763445;7,46E-141
Image114;1;319.883.728.027.344;418.355.653.615.474;204.537.442.444.036;0.01532297234768;68.280.700.827.373;480.974.203.153.681;252.337.528.604.119;0.105150391044896;0.011056604736895;0.361652931067351;569.908.466.819.222;0.945977064704577;7,46E-141
Image115;0;612.039.184.570.313;539.655.285.092.723;232.304.818.093.109;0.096384117901202;422.505.352.656.662;183.228.977.604.334;115.050.032.916.392;0.274439890817738;0.075317253672052;0.550966433075309;444.634.628.044.766;0.97423893306949;7,46E-141
Image116;0;901.107.788.085.938;771.747.682.714.212;27.780.347.058.923;0.17843963865693;352.720.257.143.081;128.968.130.056.818;106.511.609.981.694;0.381843492186205;0.145804452524957;0.623843698485959;361.402.832.642.836;0.979350764571463;7,46E-141
Image117;0;137.153.930.664.063;10.070.314.503.616;317.337.588.438.811;0.141536495219428;279.824.979.775.641;831.924.328.296.533;117.326.352.757.544;0.337220957933294;0.113717974469449;0.57048267109057;418.106.139.438.085;0.974369104857697;7,46E-141
Image118;1;219.847.259.521.484;207.520.150.123.086;455.543.796.053.778;0.009722308441416;269.720.720.676.272;77.639.824.784.313;191.199.267.063.674;0.083444519165304;0.006962987778729;0.395120878595631;572.453.809.741.945;0.964429427995741;7,46E-141
Image119;0;870.606.994.628.906;685.810.077.848.707;26.187.975.825.724;0.094581196268199;342.157.863.730.237;120.699.783.187.862;274.210.884.353.741;0.271656984992623;0.073797517495282;0.532154278984879;56.156.462.585.034;0.930076478290677;7,46E-141
Image120;0;117.579.803.466.797;122.576.844.576.304;350.109.760.755.543;0.206309356876887;338.693.115.461.603;118.371.806.332.988;141.109.977.902.431;0.413090167600451;0.170643486568169;0.632681187987799;382.474.927.757.947;0.982087856073953;7,46E-141
Image121;0;256.283.569.335.937;257.699.002.038.356;16.053.006.012.531;0.228044458510592;678.379.293.883.373;472.071.415.194.712;429.359.617.682.198;0.436150333719201;0.190227113603371;0.602864850343928;771.146.953.405.018;0.922724982203849;7,46E-141
Image122;0;638.726.806.640.625;359.553.821.807.044;189.619.044.878.684;0.211767839087337;356.552.289.766.056;137.695.118.006.178;632.601.392.251.816;0.418919516306209;0.175493561142228;0.645183251112218;25.827.784.503.632;0.972332801289788;7,46E-141
Image123;1;916.494.750.976.562;510.073.011.295.573;225.847.960.206.767;0.013845087170772;331.130.285.542.388;123.502.665.343.716;139.633.074.935.401;0.100044107532936;0.010008823452062;0.370174348003854;590.070.136.581.764;0.927621774558904;7,46E-141
Image124;1;459.355.163.574.219;432.601.874.100.453;207.990.834.918.381;0.001750582183446;530.593.486.695.988;300.649.725.956.317;924.200.518.582.541;0.034859675559394;0.001215196980106;0.321122394809419;511.725.727.456.065;0.970506955934312;7,46E-141
Image125;0;556.507.873.535.156;265.044.504.072.463;162.801.874.704.336;0.075255631687554;345.413.648.920.228;123.749.602.011.893;110.062.939.958.592;0.240669348872858;0.057921735486885;0.509355471097642;445.797.101.449.275;0.927739866677294;7,46E-141
Image126;0;219.444.274.902.344;114.340.586.589.836;106.930.157.855.413;0.101123181043775;539.938.163.249.745;303.277.674.967.813;112.495.739.348.371;0.281480971808651;0.079231537490342;0.569722971475625;385.012.531.328.321;0.923177936475766;7,46E-141
Image127;0;612.886.047.363.281;529.077.051.027.564;230.016.749.613.493;0.101793197170364;408.942.654.895.899;170.087.648.039.196;120.541.005.291.005;0.282389110561764;0.079743609763864;0.556183631524227;404.530.423.280.423;0.971280547816894;7,46E-141
Image128;0;723.487.854.003.906;551.233.619.144.946;234.783.649.163.426;0.153633173894519;36.205.865.214.947;134.466.973.359.362;975.052.439.580.483;0.352139298597436;0.124002085616694;0.595932582814835;36.030.551.755.586;0.974686134046516;7,46E-141
Image129;0;164.559.936.523.438;887.694.270.560.941;297.941.986.057.846;0.106902237973765;227.932.388.589.507;563.964.232.136.858;12.590.489.619.293;0.290175699295687;0.084201936461741;0.525156286138595;489.016.385.471.872;0.958906897738297;7,46E-141
Image130;0;988.140.869.140.625;576.989.213.283.086;240.205.997.694.289;0.069546822217555;288.431.142.466.813;859.875.861.428.414;128.347.973.258.864;0.230801555931946;0.053269358220607;0.507924450226153;488.042.650.418.888;0.945668587027748;7,46E-141
Image131;0;926.455.688.476.562;891.679.168.389.678;298.609.974.446.548;0.239646506619331;363.004.455.143.473;136.038.700.390.482;101.220.934.579.439;0.44815177852524;0.200840016595336;0.656100793234631;320.654.205.607.477;0.984215302963994;7,46E-141
Image132;1;143.016.815.185.547;158.608.544.357.335;398.256.882.372.842;0.012440138629748;330.513.462.157.321;114.008.318.274.445;144.073.268.317.079;0.09473616011895;0.008974940034083;0.392691958971354;527.806.951.737.935;0.971442024371878;7,46E-141
Image133;1;238.819.580.078.125;216.615.463.630.793;465.419.663.992.394;0.025986127990153;256.360.286.914.546;705.826.573.976.563;145.854.975.276.028;0.138452719297144;0.019169155480774;0.418170643157688;544.123.823.071.192;0.97493558881018;7,46E-141
Image134;1;248.785.552.978.516;222.407.632.881.844;471.601.137.489.982;0.021594912120021;24.676.199.580.879;64.979.219.636.867;139.256.254.225.828;0.12577248084978;0.015818716939108;0.424269787114231;507.653.820.148.749;0.973441981886166;7,46E-141
Image135;1;159.591.217.041.016;174.869.447.163.699;418.173.943.669.019;0.005962465699193;310.819.676.456.995;100.510.487.528.943;164.720.379.716.414;0.064976696996517;0.004221971152577;0.387319626535363;542.309.540.975.727;0.956385420958502;7,46E-141
Image136;1;697.474.670.410.156;97.362.286.367.654;312.029.303.700.236;0.011507993425491;485.181.888.172.825;242.210.551.806.578;1.909.486.260.454;0.090971275569938;0.008275772978822;0.381160650718113;558.900.836.320.191;0.962128573082256;7,46E-141
Image137;0;616.751.098.632.813;462.698.605.764.117;215.104.301.622.287;0.084245081246681;418.166.841.973.108;186.373.662.187.465;220.111.021.505.376;0.255925502502121;0.065497862830963;0.485833169123383;573.521.505.376.344;0.937322505805612;7,46E-141
Image138;0;739.613.342.285.156;818.763.892.973.982;286.140.506.215.737;0.099275994361438;422.544.675.445.914;182.252.821.825.937;166.873.318.189.761;0.27894351711021;0.077809485737814;0.512541862861499;479.783.330.421.108;0.975461013991899;7,46E-141
Image139;1;798.458.862.304.688;706.756.688.203.621;265.848.958.659.541;0.001313310462133;419.324.636.154.381;188.552.057.060.955;148.910.529.715.762;0.030190756979294;0.000911481806983;0.29796401419649;685.303.617.571.059;0.95659822803122;7,46E-141
Image140;1;103.251.647.949.219;878.851.401.707.764;296.454.280.068.236;0.003248348538371;336.386.205.768.223;118.644.638.708.298;87.747.609.388.583;0.047676369766879;0.002273036234148;0.314399988004644;535.467.980.295.567;0.944945878617438;7,46E-141
Image141;0;582.792.663.574.219;476.788.900.395.971;218.354.963.395.836;0.087903610482911;413.985.311.773.317;174.949.731.571.461;869.762.137.504.073;0.261368863217359;0.068313682659534;0.515605843235174;407.820.136.852.395;0.977227910614587;7,46E-141
Image142;0;729.403.686.523.438;491.711.418.518.983;221.745.669.296.828;0.20656792323387;350.650.302.510.584;127.368.952.844.951;577.470.678.225.395;0.413308037295578;0.170823533693123;0.630150690094048;293.183.749.787.523;0.982255849576427;7,46E-141
Image143;1;643.959.045.410.156;711.402.252.446.016;266.721.250.080.682;0.003682775871175;49.457.833.097.823;262.580.245.323.283;191.833.333.333.333;0.050998485803349;0.002600845554234;0.252044715970321;81.616.091.954.023;0.962898827983635;7,46E-141
Image144;1;110.568.237.304.688;108.914.786.426.003;330.022.402.915.322;0.002286479027908;379.624.635.412.557;157.711.505.980.409;172.687.267.904.509;0.039991850762441;0.001599348127405;0.301954840569072;689.363.395.225.464;0.9628403552455;7,46E-141
Image145;0;180.509.948.730.469;129.837.603.172.067;113.946.304.535.104;0.228247246206212;684.938.455.334.623;481.693.888.786.795;208.461.768.219.833;0.436312202549676;0.190368338093749;0.621025985102045;545.340.501.792.115;0.926456347211921;7,46E-141
Image146;0;370.179.748.535.156;170.450.773.948.569;13.055.679.758.196;0.125663450827559;393.677.154.721.567;158.796.343.147.415;299.619.178.082.192;0.315389383939274;0.099470463501595;0.644926349461154;202.712.328.767.123;0.977232512465253;7,46E-141
Image147;0;585.762.023.925.781;298.175.664.502.544;172.677.637.377.439;0.244682468022478;33.223.292.144.747;114.205.132.925.558;500.778.123.255.999;0.452887687304976;0.20510725731245;0.697593755963688;213.920.114.805.071;0.973508789404057;7,46E-141
Image148;0;141.048.431.396.484;74.432.026.787.552;272.822.335.573.083;0.09733454193022;234.318.024.152.618;578.530.297.108.341;849.326.442.721.792;0.275757277311844;0.076042075990441;0.57008882482516;32.151.593.453.919;0.966835481849433;7,46E-141
Image149;0;177.861.480.712.891;941.678.046.300.026;3.068.677.314.903;0.114726780639481;213.729.955.294.049;503.103.639.815.626;971.532.901.530.086;0.301175844289564;0.090706889183532;0.570948087717911;324.152.820.801.652;0.968268763940594;7,46E-141
Image150;1;248.399.353.027.344;366.792.363.997.027;191.518.240.383.789;0.002504967097832;81.114.588.288.368;675.899.046.765.845;430.577.819.198.509;0.041715259678164;0.001740162890017;0.268170928389716;467.008.387.698.043;0.974468209326564;7,46E-141
Image151;1;497.975.158.691.406;852.316.560.318.662;291.944.611.239.643;0.002169761318076;631.930.214.390.036;412.415.005.772.894;795.966.702.470.462;0.03882070970677;0.001507047502137;0.303954769234626;557.948.442.534.909;0.976701482513131;7,46E-141
Image152;1;542.892.456.054.688;920.949.781.185.996;30.347.154.416.617;0.004496507597217;598.392.849.421.516;36.797.840.047.486;196.261.261.261.261;0.056210269725403;0.003159594422603;0.291341160364579;634.376.481.744.903;0.96211753000703;7,46E-141
Image153;1;350.680.541.992.187;52.038.173.845.399;228.118.771.356.938;0.009822648339268;693.950.885.868.806;499.304.079.745.045;227.072.340.425.532;0.083897184885824;0.007038737631766;0.290438555903267;664.802.431.610.942;0.956117155127124;7,46E-141
Image154;0;406.016.540.527.344;324.441.043.664.509;1.801.224.704.651;0.107292409262728;471.136.044.662.121;224.760.711.926.956;303.039.281.705.948;0.290190897561961;0.084210757027817;0.602073808261266;530.774.410.774.411;0.909463004827933;7,46E-141
Image155;0;630.006.408.691.406;661.090.988.179.756;257.116.897.184.871;0.129987344932749;447.031.573.592.771;204.630.615.646.317;806.308.474.576.271;0.32202825597198;0.103702197644355;0.548197688913688;419.186.440.677.966;0.987737703181034;7,46E-141
Image156;0;217.411.956.787.109;149.967.817.018.132;387.256.784.341;0.060598236138716;222.884.229.809.928;52.668.278.525.438;814.416.813.380.282;0.214784842794815;0.046132528694394;0.543266472607211;366.175.176.056.338;0.981443468885353;7,46E-141
Image157;0;178.222.961.425.781;132.689.289.370.438;364.265.410.614.894;0.064984646698559;245.945.141.220.631;627.836.262.391.583;83.059.144.072.302;0.222431660346188;0.049475843524362;0.562271814484528;372.727.272.727.273;0.981126598341991;7,46E-141
Image158;0;118.155.822.753.906;967.096.791.140.242;310.981.798.686.071;0.075153999867769;300.791.536.303.799;922.521.506.918.556;771.509.398.496.241;0.24002954404163;0.057614182012833;0.572389982662926;369.154.135.338.346;0.98277100256227;7,46E-141
Image159;0;546.952.819.824.219;496.367.142.884.479;222.792.985.276.574;0.111726000943907;449.146.140.097.804;20.625.304.170.117;890.094.979.647.219;0.296792764485882;0.088085945051172;0.540798502289307;451.458.616.010.855;0.981878158592671;7,46E-141
Image160;0;41.859.130.859.375;291.500.919.004.364;170.733.979.923.261;0.108009771496159;486.801.325.469.954;258.548.584.409.002;897.700.159.489.633;0.291803468077492;0.085149263982052;0.533460423174174;405.964.912.280.702;0.969696078367172;7,46E-141
Image161;0;681.478.881.835.938;419.166.620.989.474;204.735.590.699.193;0.218627394576932;348.250.092.214.663;127.405.052.622.746;759.632.907.243.527;0.426279550823654;0.181714255450416;0.636161038255502;313.143.231.727.303;0.972146634455387;7,46E-141
Image162;0;102.052.154.541.016;586.339.287.028.456;24.214.443.768.719;0.142859123744829;289.868.916.161.299;886.195.097.977.048;720.395.076.923.077;0.338794297961699;0.114781576331361;0.582581217670578;341.316.923.076.923;0.974378148519468;7,46E-141
Image163;0;604.696.655.273.438;518.671.890.998.816;227.743.691.679.663;0.101236731651159;420.503.208.998.655;18.175.012.766.883;149.506.106.264.869;0.281889899007452;0.079461915162431;0.546346043947862;440.824.742.268.041;0.96545317981899;7,46E-141
Image164;0;839.912.414.550.781;668.786.629.474.219;2.586.090.929.326;0.223068888510901;351.039.400.678.205;128.697.662.703.527;125.750.873.515.024;0.43108251432614;0.185832134157747;0.62650863859566;393.990.216.631.726;0.972094672063661;7,46E-141
Image165;0;187.931.213.378.906;12.336.162.898.885;351.228.741.689.585;0.058231954708327;22.852.520.057.115;543.837.693.861.956;135.764.677.103.718;0.21019373848306;0.044181407697485;0.519120520503978;438.661.937.377.691;0.961115127344647;7,46E-141
Image166;0;132.560.424.804.688;955.104.180.498.082;309.047.598.356.318;0.086252840302409;273.519.454.205.424;77.311.263.245.291;165.410.184.317.401;0.258797044042022;0.066975910004888;0.525501460981259;505.388.940.955.951;0.956615382136592;7,46E-141
Image167;0;705.635.070.800.781;560.945.328.660.951;236.842.844.236.627;0.122941541194601;371.731.245.669.716;141.633.182.236.173;218.557.952.182.952;0.312643641267087;0.097746046424743;0.542133907771099;557.614.345.114.345;0.944348951575115;7,46E-141
Image168;0;603.752.136.230.469;455.656.125.493.658;213.461.032.859.316;0.087549023267629;390.416.555.241.945;155.854.635.730.829;124.261.335.784.314;0.260829806728838;0.068032188078203;0.536860553118932;422.120.098.039.216;0.961063723170998;7,46E-141
Image169;0;730.305.480.957.031;533.634.990.208.374;231.005.409.072.683;0.239992264900186;357.053.765.831.877;131.752.264.412.232;819.838.187.702.265;0.448384568407177;0.20104872118569;0.659414786799177;318.284.789.644.013;0.978047385430544;7,46E-141
Image170;0;145.974.426.269.531;908.384.526.017.898;301.394.181.433.202;0.115190882191029;248.692.054.453.081;651.231.134.904.258;132.770.552.884.615;0.301776266780859;0.091068915192192;0.571536332989429;450.228.365.384.615;0.961761860913753;7,46E-141
Image171;0;178.188.323.974.609;105.436.077.062.157;324.709.219.244.168;0.09208684005549;225.139.206.096.545;54.167.138.094.995;123.859.596.393.302;0.267985707512874;0.071816339431176;0.542962390346059;429.680.120.223.272;0.963444585018512;7,46E-141
Image172;0;232.617.950.439.453;123.290.074.223.634;351.126.863.432.056;0.063351729395441;195.376.063.539.789;417.477.676.991.221;13.353.974.295.822;0.219872997642766;0.048344135092416;0.523985471047036;466.472.616.542.027;0.957974222240443;7,46E-141
Image173;1;517.120.361.328.125;784.124.432.491.594;28.002.221.920.619;0.001586934897192;593.528.315.915.513;367.861.843.837.718;935.952.380.952.381;0.033187285714965;0.001101395933127;0.308435855632238;593.589.743.589.744;0.970350338153776;7,46E-141
Image174;1;335.955.810.546.875;566.907.780.002.785;238.098.252.829.118;0.001918827846656;768.639.794.547.989;617.762.137.375.109;219.602.307.692.308;0.036516187542824;0.001333431952663;0.231069214792296;9.41;0.945171247829805;7,46E-141
Image175;1;207.804.870.605.469;256.501.918.132.347;160.156.772.611.197;0.028151336389443;859.015.852.077.661;803.128.267.942.891;482.978.566.149.298;0.143969633071531;0.020727255246751;0.403361761989496;9.019.955.654.102;0.914349648707627;7,46E-141
Image176;0;177.657.165.527.344;148.872.464.651.239;385.839.946.935.564;0.134640166857045;264.178.067.732.519;741.673.387.083.557;136.888.408.759.124;0.328372001140858;0.107828171133252;0.539454172700614;50.563.503.649.635;0.978426809965972;7,46E-141
Image177;1;198.540.496.826.172;161.483.062.587.383;401.849.552.180.145;0.002936453560213;259.125.675.521.663;698.273.252.648.238;181.502.586.206.896;0.045264506531469;0.002048875551537;0.346975631015632;693.612.852.664.577;0.943518908164215;7,46E-141
Image178;1;160.005.798.339.844;140.438.317.713.912;374.751.007.622.277;0.002162593176828;290.675.882.005.337;877.545.756.450.498;162.669.348.659.004;0.03875784784608;0.00150217076966;0.36335421911523;619.291.187.739.464;0.954496989005281;7,46E-141
Image179;0;144.913.635.253.906;111.529.890.293.501;333.960.911.325.713;0.066818911005172;279.233.062.490.711;809.098.500.190.387;157.612.068.338.786;0.226351656745034;0.051235072511222;0.472292766574597;606.324.972.737.187;0.966262087244963;7,46E-141
Image180;0;69.891.357.421.875;626.417.855.725.249;250.283.410.502.024;0.112641940752325;407.175.865.472.549;170.856.062.361.415;151.035.737.491.878;0.298429220905438;0.089059999890227;0.513186298543031;597.686.809.616.634;0.970666508231069;7,46E-141
